Country Name,Country Code,Year,Forest area (% of land area),Urban population (% of total population),Urban population growth (annual %),"Access to electricity, urban (% of urban population)",Renewable energy consumption (% of total final energy consumption),Individuals using the Internet (% of population),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: energy depletion (% of GNI),Adjusted savings: mineral depletion (% of GNI),Merchandise trade (% of GDP),Adjusted savings: natural resources depletion (% of GNI),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade (% of GDP),Forest rents (% of GDP),Mineral rents (% of GDP),GDP (current US$),"GDP per capita, PPP (current international $)",GNI (current US$),"Compulsory education, duration (years)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Number of infant deaths,"International tourism, number of arrivals","Net bilateral aid flows from DAC donors, United States (current US$)","Net bilateral aid flows from DAC donors, Japan (current US$)","Net bilateral aid flows from DAC donors, Germany (current US$)","Net bilateral aid flows from DAC donors, United Kingdom (current US$)","Net bilateral aid flows from DAC donors, Norway (current US$)","Net bilateral aid flows from DAC donors, Total (current US$)",Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"International tourism, expenditures (% of total imports)","Communications, computer, etc. (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)",CO2 emissions (metric tons per capita),Cost of business start-up procedures (% of GNI per capita),Military expenditure (% of GDP),Import value index (2000 = 100),Market capitalization of listed domestic companies (% of GDP),"Listed domestic companies, total",Energy intensity level of primary energy (MJ/$2011 PPP GDP),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),"Automated teller machines (ATMs) (per 100,000 adults)","Hospital beds (per 1,000 people)","Physicians (per 1,000 people)",High-technology exports (current US$),"New business density (new registrations per 1,000 people ages 15-64)",Exports as a capacity to import (constant LCU),"International tourism, number of departures"
Congo  Dem. Rep.,COD,2018,56.61894973644163,44.46,4.539827197910919,41.0,96.3836975097656,11.7,0.190686121832357,0.681960120152282,6.39829428401585,59.24998363040645,9.928593198669224,34.11010432818834,37.70060707110449,71.81071139929283,9.02514998740985,8.22011702149815,47146004586.68241,1111.9657900707034,45864379412.008514,6.0,14.2,9.9,18.8,20.0,228461.0,,464980010.986328,43270000.4577637,142660003.66210902,271720001.220703,32750000.0,1573050017.498433,3.30249262,40.4,0.6469967315160022,29.390287909518698,209231295.7,0.0261692628875174,26.7,0.623912514687135,1161.451806,,,,,,,1.40087222635585,,,26163469.0,0.0492035704563879,4800945010635.108,
Congo  Rep.,COG,2018,64.35139092240118,66.916,3.267004413901684,64.8154144287109,69.8545989990234,,1.17532233691863,33.0317068007202,0.009068925767421,107.1028557149374,33.040775726487624,71.02956895094675,49.00619337286175,120.0357623238085,3.84676791006293,0.009663641080449,13670036995.995852,4022.74881361541,11650026556.856796,10.0,5.4,3.2,5.4,11.6,5935.0,158000.0,9189999.5803833,2779999.97138977,610000.014305115,2390000.10490417,500000.0,91600000.80429009,1.93649173,36.8,,,13614873.63,0.6139925859441843,75.5,2.50811727955521,749.5933333,,,,,,,,,,40589382.0,,2906253308415.092,
Costa Rica,CRI,2018,58.79612220916569,79.34,1.9827661908802068,99.9,35.7047996520996,73.47972844,0.542645974100358,0.0,0.0015314924896422,47.47344059833022,0.7914195310902813,33.738510776181826,33.20683124041901,66.94534201660083,0.959539064431451,0.0018130712864094,62420165099.73006,21319.04399308277,59042758879.53187,13.0,0.7,1.0,3.0,4.9,519.0,3313000.0,10300000.1907349,32090000.15258789,5050000.19073486,860000.014305115,,84510001.31852932,7.29572248,3.0,5.826260623567987,39.410255497434335,580752807.228846,1.652184053303538,9.5,0.0,286.2783342,3.8467056217548894,10.0,,,0.38288,345.03858,74.3391405490266,1.11,2.8939,1148831708.0,6.0065656119923,11595820893406.602,1079000.0
Cote d'Ivoire,CIV,2018,9.630440251572328,50.779,3.4484216327569177,93.255256652832,63.532600402832,37.54653613,0.808884053335327,1.40811065713116,0.353762508871439,39.443926175148576,1.7618731660025988,22.64068268817593,23.426803689101195,46.06748637727713,1.41026674420647,0.434713176935695,58011466450.8643,5154.33170207433,55809155337.19269,10.0,14.1,11.0,11.3,16.6,53931.0,1965000.0,184270004.272461,24639999.3896484,15609999.6566772,790000.021457672,379999.995231628,609290013.8627739,3.11891103,14.9,4.740925788956398,30.89471312501816,144652160.051034,0.3953053835806498,2.7,1.41343544765218,441.9324478,14.571796547332523,45.0,,,,,6.8975220583305,,0.1614,78785574.0,0.739419376949755,8396302830437.825,
Croatia,HRV,2018,34.177593214348825,56.947,-0.4005876976913051,100.0,32.8473014831543,75.29462599,1.1368348168345,0.412687447615121,3.44595323213185e-05,73.2635452013333,0.4127219071474423,49.5103557829871,50.34200624952645,99.85236203251355,0.252520057192487,0.0003087157142175,62247874948.8225,28844.92354063927,61350206791.58807,8.0,0.5,0.6,1.5,2.0,149.0,57668000.0,,,,,,,6.78430557,2.5,5.556149756275993,45.80223620717171,287978571.440027,4.055928762430455,6.6,1.57456380583892,357.6153969,32.947293408588806,127.0,,,0.97192,1921.13136,147.312238419192,,,1011939688.0,5.86157873358307,191396532822.8281,2980000.0
Cuba,CUB,2018,31.233140655105974,77.037,0.068143352882359,99.9934921264648,20.8512992858887,62.67892362,,,,13.85007496251874,,14.52273863068466,12.56071964017991,27.08345827086457,0.0774073574961194,0.244479859524336,100050000000.0,,98575000000.0,9.0,0.9,1.0,2.0,2.7,494.0,4712000.0,10420000.0762939,47479999.5422363,3579999.92370605,6199999.80926514,1460000.03814697,280689996.16801727,11.18745422,2.5,,,,2.2023000938601425,,2.87620737245072,237.1139558,,,,,0.53706,,,,8.4199,,,11141169730.245882,552000.0
Curacao,CUW,2018,0.1576576576576576,89.145,-0.5903407908988889,100.0,3.01510000228882,,,0.0,0.0,74.90629412765102,,,,,0.0,0.0,3127908044.6927376,25656.45853266024,3232779546.239073,14.0,,,,,,1210000.0,,,,,,,,,16.465359726055528,46.113525208436975,30834743.452514,,,,61.39238295,,,,,,,,,,,,,
Cyprus,CYP,2018,18.676406926406926,66.81,0.7696816266129434,100.0,12.1436004638672,84.43358252,1.10752201916212,0.0,0.0031368142533637,62.16825760604995,0.0031368142533637,75.07380186315407,73.77337513981429,148.84717700296838,0.0009541425638698,0.0037779264166622,25522671232.87672,40513.6916170718,24607344119.036373,10.0,0.6,0.7,1.2,1.8,29.0,4024000.0,,,,,,,6.77018547,2.5,8.35491022199959,26.84447448066865,-7543191744.44051,6.079400502160163,11.9,1.7804857086627102,281.1645788,12.9825360745617,91.0,,,0.54783,1255.85256,42.1377692851029,,,95712383.0,17.5762745703033,15890050093.716434,1446000.0
Czech Republic,CZE,2018,34.630440414507774,73.792,0.4931033933008725,100.0,14.7252998352051,80.68816754,1.73477054091569,0.0585659665774653,0.0,155.41146389995214,0.1365710595850479,76.95916475419457,71.01933299012046,147.97849774431504,0.24943769752366,0.0,248950103352.13705,41135.49298356559,235280883881.28467,9.0,0.4,0.5,1.5,2.3,277.0,36268000.0,,,,,,,7.52479792,2.5,3.4360044096119298,48.20696775483693,6079923725.38484,9.640704998190015,1.0,1.08885095047558,577.522464,,,,,1.93017,3862.67088,57.1041190636485,6.62,4.024,36023128569.0,4.3910119736713,4322514610128.093,7390000.0
Denmark,DNK,2018,15.664,87.874,0.6290886027040454,100.0,35.3287010192871,97.31920437,0.315838872673828,0.526864243578855,0.0,59.49873227537004,0.526864243578855,56.55980449107391,50.41519194228293,106.97499643335684,0.0186351656947713,0.0,356841216410.0677,57482.96239990667,366754681199.4512,10.0,0.3,0.3,1.0,1.4,204.0,30801000.0,,,,,,,10.0707159,2.5,5.826973316230257,39.917250295887015,6722598275.48478,5.761494163596056,0.2,1.27740222690715,225.7810348,,,,,3.03292,8065.88729,46.8171758292797,2.43,4.2247,9556531741.0,10.0162124947254,1260940733757.9705,7475000.0
Djibouti,DJI,2018,0.2433132010353753,77.777,1.7238949946309423,70.7031097412109,27.8358001708984,58.0,0.735745305352436,0.0,0.0,236.49070048693136,0.253055788235965,149.17849290504586,139.03820494299538,288.21669784804124,0.265248181244454,0.0,3012803457.1041126,5339.261075142411,2870628711.2946696,10.0,8.1,5.6,10.9,16.2,1025.0,,9619999.88555908,9380000.11444092,360000.01430511504,70000.0002980232,,99729999.56458814,2.26254249,16.0,,7.56010622521157,,0.5109899334983101,41.9,,1744.695884,,,,,,,13.1787812736922,,,,,760722857107.0928,
Dominica,DMA,2018,63.82666666666667,70.483,0.6618000007780827,,8.16709995269775,,1.21575365073406,0.0,0.0,56.66316894018888,0.0,29.413189119380096,78.35310894072698,107.76629806010708,0.0346879419505435,0.0,550622222.2222222,11804.345863068991,551940740.7407407,12.0,1.5,1.6,2.0,4.8,29.0,199000.0,4760000.228881841,2329999.92370605,39999.9991059303,529999.971389771,,25639999.54238533,6.47454262,5.5,6.663856496356997,40.96688764888052,55680.4444444445,2.513053918967972,14.7,,203.5468491,,,,,,,36.191296854804,,1.1034,,7.73674222676371,,
Dominican Republic,DOM,2018,44.047195197681646,81.074,2.0667779417792165,99.6,16.0881996154785,74.82204836,1.28474089102755,0.0,0.651407629594579,36.04098386961411,0.651407629594579,23.551431305200268,28.504535082217824,52.055966387418096,0.0362563039339972,0.832348886558436,85555378042.81964,18137.05239949467,81863297764.08807,15.0,1.6,1.7,4.4,8.3,5915.0,7551000.0,58599998.4741211,1299999.95231628,4750000.0,600000.023841858,,70469998.17527828,5.73288918,6.7,4.171781176392529,32.462791350744176,209200000.0,2.363757648219226,14.1,0.693991110098086,213.0741639,,,,,,,36.8827913753584,,1.41,383916253.0,1.47856736617509,625382976269.5627,514000.0
Ecuador,ECU,2018,50.83898373329039,63.821,2.0025360428472863,99.7,16.3302001953125,,1.57941339846355,3.60997837613726,0.0601569098913238,41.65504236402875,3.670135286028584,22.60468398842089,23.757446960268723,46.36213094868962,0.316537871663802,0.073083271791008,107562008000.0,11839.343235558565,104605438000.0,15.0,1.2,1.5,3.4,5.4,4012.0,2535000.0,17309999.4659424,370000.0047683721,49020000.4577637,540000.021457672,9899999.61853027,400439995.9798906,7.86490965,11.2,5.792091557740661,21.16703998429803,0.0,2.3138123004790523,33.3,2.35188715281228,622.8634686,,,,,,,34.9304789940543,,,68401030.0,,20060167808.28714,1402000.0
Egypt  Arab Rep.,EGY,2018,0.0451855944547692,42.704,2.030930874626177,100.0,4.74440002441406,46.92433677,4.12003906150335,5.0257668609536,0.108816387115584,39.89540000901429,5.285301632087139,18.911975481137603,29.366295578491908,48.27827105962951,0.15060273387775,0.197805842243756,249712999437.2538,11639.239089886412,243433399437.25385,12.0,2.3,2.1,3.5,3.8,46141.0,11346000.0,-68160003.6621094,104250000.0,269290008.544922,30030000.6866455,4300000.19073486,799580008.4825609,4.947577,5.1,3.795456719085107,31.4117065674658,323489000.0,2.5020421422902204,42.6,1.24996619642133,493.8827477,16.821531155631675,250.0,,,0.72388,686.71743,18.723808538069,,0.769,125216606.0,0.181252079433103,724438707697.0302,
El Salvador,SLV,2018,28.61389961389961,72.023,1.5532788566611708,98.7,23.2124996185303,43.8,1.15239931009262,0.0,0.0,66.75031753382383,0.664451100898898,28.9343737810256,46.69924310696999,75.63361688799559,0.655778351622531,0.0,26020850000.0,8822.550774419198,24550760000.0,15.0,1.2,2.0,6.5,8.9,1394.0,2536000.0,130229995.727539,-680000.007152557,300000.011920929,439999.997615814,540000.021457672,252299994.73690984,7.09307051,8.6,3.9762121677439546,21.81542911329701,-413302988.31,1.060625410778197,45.1,1.12802193173899,231.7426723,,,,,0.1647,71.17553,35.2451342905875,,2.8699,277843371.0,0.569386675772995,7341302451.417681,1788000.0
Equatorial Guinea,GNQ,2018,87.88377896613191,72.143,4.344626080428362,91.073371887207,4.90469980239868,,1.89088177716861,26.7299591933907,0.0,73.19990133138585,26.7299591933907,59.61453442778844,44.03114667940753,103.64568110719595,1.9943538066327,0.0,13097012189.399488,20875.478210598,10026980379.101196,6.0,9.9,7.0,11.4,14.4,2631.0,,1169999.95708466,170000.00178813902,19999.9995529652,,,6079999.96095896,3.06170225,,,,,5.095625096450175,101.2,1.07214133360045,684.4936191,,,,,,,10.4480259305425,,,,,3215953165713.9004,
Eritrea,ERI,2018,10.51069306930693,,,75.8239669799805,73.1865997314453,,,,,70.10389735878061,,,,,,,,,,8.0,3.8,4.0,8.5,13.1,3290.0,,750000.0,439999.997615814,4349999.90463257,3670000.07629395,560000.002384186,25050000.172108416,4.12821102,,,,,0.2316962161401322,23.7,,225.9371619,,,,,,,,,,,,,
Estonia,EST,2018,56.09385783298827,68.88,0.5849634902107796,100.0,28.8421993255615,89.35700777,2.343290779221,0.281694212582528,0.0,118.6463011632096,0.3788425169809961,74.46919699511297,71.87136053609163,146.34055753120458,0.997068325332752,0.0,30474612057.44839,36249.35814628765,30019486699.973816,9.0,0.5,0.7,1.8,2.4,26.0,6033000.0,,,,,,,6.68642807,2.5,7.524011956936655,39.335568312500094,-226936184.237728,12.103085000722402,1.1,2.00866586260145,378.8558397,,,,,1.40441,3755.32912,67.9183171450793,4.57,,1907601680.0,23.5736466718028,18391125094.619904,2069000.0
Eswatini,SWZ,2018,28.78720930232558,23.799,1.748036706282358,88.3099594116211,66.0652008056641,,1.0323642895267,0.0132201975643182,0.0,79.30689650318529,0.0132201975643182,40.4420425982215,44.32684040678523,84.76888300500673,2.92469605086715,0.0,4665420238.517836,8725.162792704363,4345143352.391599,7.0,11.3,1.7,9.0,13.6,1177.0,1277000.0,59549999.237060495,5550000.19073486,-270000.010728836,370000.0047683721,500000.0,80299999.67105679,7.2573719,11.9,2.0803996182712243,59.10449114376443,-8055945.29149137,0.9592756676646654,18.3,2.03576226988797,176.6527938,,,,,,,40.8127278829144,,,11432106.0,3.99333936541488,20030740467.500847,1717000.0
Ethiopia,ETH,2018,15.24350841674641,20.763,4.8258860336819245,92.0304565429688,89.9231033325195,22.0,0.830192953909157,0.0,0.0289620112775515,21.370759780939323,5.261466388143972,8.372675866463709,22.826699077005312,31.199374943469017,5.8524188472366,0.0361203941246132,84269348327.34543,2154.020876858778,83892033920.3775,8.0,5.1,3.6,8.5,8.6,132502.0,849000.0,821320007.324219,69410003.6621094,175110000.61035198,402079986.5722661,63970001.220703095,2332720001.7217555,3.30818701,14.4,3.074432351111368,21.000580081440724,,0.1490509310144133,52.7,0.639015280336255,1214.300619,,,,,,,,,0.0769,9903646.0,0.512658320722417,147337122965.2639,
Faroe Islands,FRO,2018,0.0573065902578796,42.064,0.7133224195516821,100.0,5.85860013961792,,,,,,,53.39267178741955,51.64988582105045,105.04255760847,0.0,0.0,3051341335.951604,,3142352643.0811133,9.0,,,,,,,,,,,,,,,,,,,,,230.1686679,,,,,,,,,,,,,
Fiji,FJI,2018,61.667214012041605,56.248,1.5883764850091096,99.8525848388672,27.8712997436523,,1.90843130706824,0.0,0.277606131583681,67.38486706643954,0.277606131583681,47.91308924814235,55.52371513453578,103.43680438267812,0.881582954026152,0.332935261454637,5581371847.616412,14178.56339850176,5221546227.227412,,2.3,2.8,4.2,6.2,416.0,1058000.0,2289999.96185303,6159999.84741211,2680000.0667572,340000.00357627904,,96569999.7320771,3.42045617,5.8,5.172933035905658,19.84211640096308,-3630949.26954423,2.1505619758005188,15.9,1.46760686131695,327.6615663,,,,,,,54.2754785635946,,,4660337.0,,,174000.0
Finland,FIN,2018,73.73321926822848,85.382,0.1994229682662737,100.0,44.2167015075684,88.88996,0.631199278903865,0.0,0.0667069259050768,56.06094369773501,0.0667069259050768,38.46779858481676,39.72236023780561,78.19015882262237,0.412073108584277,0.118821126774318,275580448365.2348,49580.60519528367,276687642758.3276,10.0,0.3,0.4,1.7,2.8,100.0,3224000.0,,,,,,,9.03608513,2.5,6.599761278258222,58.019328383103606,3152243197.25277,8.042752049895523,0.8,1.3622124075595698,228.8388217,,,,,2.75572,6861.10974,34.7240765633456,3.61,4.6404,4515414673.0,4.28944347534796,85871449120.65044,10480000.0
France,FRA,2018,31.20442255326843,80.444,0.6031717555384669,100.0,15.2525997161865,82.04318678,0.441900297688109,0.0067119409533551,3.28506561676845e-06,45.1199353542504,0.0067152260189719,31.713667210255466,32.724285386657506,64.43795259691298,0.0332316457049804,3.05277318505668e-05,2789593979064.5806,46576.60184893822,2854266879701.6323,10.0,0.4,0.4,1.1,1.9,2465.0,211998000.0,,,,,,,11.18583012,2.5,6.238237932276643,55.47370672222184,139176062128.185,4.619241205133742,0.7,1.84505339891481,200.0697934,84.81342641314137,457.0,,,2.19294,4715.31913,98.0876611607519,5.91,6.5344,117574883779.0,4.83275612090948,735941103998.9785,48069000.0
French Polynesia,PYF,2018,42.46022727272727,61.834,0.645659250120081,100.0,7.55579996109009,,,,,,,,,,,,,,,,,,,,,264000.0,,,,,,,,3.9,,,-28264124.92,,,,229.8251287,,,,,,,,,,12182966.0,,,47000.0
Gabon,GAB,2018,91.41289245934723,89.37,3.045328536996663,97.898193359375,89.8871002197266,59.6,1.31708657128316,13.5701889263892,0.004412498966016,56.83177343226472,13.574601425355215,54.29907649100619,22.73752120629621,77.0365976973024,2.54712349097993,0.0051648602755402,16867325126.54234,15097.691653302138,15754972352.152727,10.0,5.7,7.4,7.4,8.3,2150.0,,-1320000.05245209,3130000.1144409203,-360000.01430511504,19999.9995529652,230000.004172325,107830002.71767376,2.74500299,16.2,,,-62928333.3,2.175272203937668,6.1,1.54872276748932,324.2264236,,,,,,,,,,,0.967383759072201,7999445710831.157,
Gambia  The,GMB,2018,25.112648221343875,61.27,4.047199316805725,76.4,52.3835983276367,40.0,1.50834807258599,0.0,0.0,48.902516537721695,0.921770502436776,21.726429498776103,41.38268255320064,63.10911205197674,2.55468764231255,0.0,1670670668.593905,2209.892592765945,1641471456.9341123,9.0,5.9,4.9,8.4,11.0,3168.0,552000.0,2599999.90463257,3470000.02861023,3009999.99046326,21520000.4577637,289999.99165535,97560000.60029334,4.8878727,12.4,1.503496131764595,3.699188624200833,-3684993.40409546,0.2499899126877336,120.9,0.702928017615916,362.244385,,,,,0.07093,52.89256,7.55474831670764,,,6066.0,,12837810016.878626,
Georgia,GEO,2018,40.61591595913081,58.632,0.6472306470922372,99.8,27.9435997009277,62.7179082,2.72199348746864,0.0093222217437409,0.277194722058761,72.39896097256914,0.2865169438025019,50.55852769319766,61.1970116189904,111.75553931218803,0.0736288564985417,0.333748662807633,17599700090.762005,14595.630643711898,16915006669.03437,9.0,1.0,1.2,2.7,4.0,470.0,7203000.0,98250000.0,2930000.0667572,82529998.7792969,1700000.04768372,4449999.80926514,632330012.4891098,7.11329746,8.1,8.914812777311312,13.72926821329871,293607479.83,2.5385416909854133,2.2,1.89711315739272,1319.72325,,,,,0.28052,1463.77339,77.6213083874508,,7.1201,25120319.0,10.3651073966077,19809583656.18188,3698000.0
Germany,DEU,2018,32.68361096800046,77.312,0.3665151559733051,100.0,15.795599937439,87.03711209,0.702812692691868,0.0292434519570807,0.0,71.56335862197244,0.0292434519570807,47.301045767935726,41.13336065038333,88.43440641831906,0.0382474818780416,0.0,3975347237442.988,55235.366304833005,4103197500021.944,13.0,0.4,0.4,1.1,1.5,2485.0,38881000.0,,,,,,,11.45038891,2.5,6.32814655059277,49.34713696169617,186653740902.995,8.558389811702156,6.5,1.17181679234658,258.9580726,44.151433451357,465.0,,,3.13267,5211.87408,,,4.2996,209722667460.0,1.35347572674395,1562829178771.86,108542000.0
Ghana,GHA,2018,35.032345961149694,56.06,3.3645122846316906,89.9,41.9766006469727,43.0,1.20103821978262,2.65335100813078,1.56255028867637,41.71961381531714,5.187484911376208,33.4548958825786,34.50362246280978,67.95851834538838,3.64324340394072,1.76794280192215,67299280679.56295,5442.872147150895,64270236560.3123,11.0,5.9,5.3,7.8,8.0,30403.0,,217979995.727539,70129997.253418,70849998.4741211,50259998.3215332,4139999.8664856,703009987.3114376,3.48865867,6.4,5.723376598276865,73.72642304457638,80850376.7514411,0.5412013824117546,15.5,0.419660326452183,441.3418953,,,,,,,11.5149521033979,,0.096,50006668.0,,44015272166.76855,
Gibraltar,GIB,2018,0.0,100.0,-0.023725496122441,100.0,0.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,203.7472098,,,,,,,,,,,,,
Greece,GRC,2018,30.2699767261443,79.058,0.2204969535175588,100.0,17.8591003417969,72.23837339,1.17718470926802,0.0407065248798628,0.0285624439383662,48.77612687479985,0.069268968818229,38.99290610110147,41.15712045638193,80.1500265574834,0.0120346165292393,0.0523874561459137,211945897765.4306,29617.54833997322,209609231280.34387,10.0,0.4,0.5,1.2,1.9,306.0,33072000.0,,,,,,,7.95876884,2.5,4.5569519303391575,17.948591928904676,519563248.700842,6.083175050280064,1.6,2.71388945796109,191.2658125,18.104077693670025,183.0,,,1.17732,3482.71652,62.281569946627,4.2,6.2262,1754801996.0,1.43816019866644,65680923703.43443,7961000.0
Greenland,GRL,2018,0.0005359970763795,86.816,0.0143933708494783,100.0,11.4736003875732,,,,,50.25630918276994,,44.47106620136466,45.49507786863899,89.96614407000365,0.0,0.0,3040414278.022361,,,10.0,,,,,,,,,,,,,,,,,,,,,227.1643836,,,,,,,,,,487975.0,,8212397476.701852,
Grenada,GRD,2018,52.05882352941177,36.272,0.8171826749512765,,10.3895998001099,,1.06938147467999,0.0,0.0,42.69095104237548,,,,,0.0,0.0,1166523555.5555556,17231.512229774093,1052901925.925926,12.0,1.8,2.0,2.6,3.3,27.0,529000.0,0.0,129999.995231628,889999.985694885,239999.994635582,,1539999.9618530264,4.57647324,,6.133004222632334,45.29018879770777,18002965.3962963,2.6918141930389683,14.0,,195.5461971,,,,,,,43.4323277379974,,1.4363,1278879.0,3.31690547490835,,
Guam,GUM,2018,51.85185185185185,94.78,0.9882103772031116,100.0,3.03839993476868,,,,,18.217821782178216,,19.224422442244222,53.66336633663367,72.88778877887789,0.0,0.0,6060000000.0,,,0.0,,,,,,1549000.0,,,,,,,,,,,,,,,254.7619048,,,,,,,,,,,,1139564883.1488316,
Guatemala,GTM,2018,33.13736468831653,51.054,2.3356472332831184,97.1303405761719,64.0977020263672,,0.990226210369028,0.137396479343932,0.108239858586581,41.61807049885952,1.0078173533428,18.198969988160098,28.889460626593333,47.08843061475343,0.808142578542166,0.196204935053758,73208583758.91052,8665.34726097301,71702090102.67049,16.0,1.6,2.1,6.4,8.7,9036.0,2406000.0,199710006.7138669,11029999.7329712,32830001.831054702,3000000.0,5110000.1335144,367420007.9999861,6.12415409,16.0,5.219611611090176,21.070241116586427,144535580.0,1.1139692725554309,18.1,0.390612897420441,380.9280784,,,,,0.02947,12.87117,36.8358731394175,,0.3549,255865380.0,0.553508916256326,105153525435.7094,1538000.0
Guinea,GIN,2018,25.512778772586685,36.14,3.7979088447477647,87.0,69.883903503418,21.83002304,1.25052537956605,0.0,2.82135512101679,62.10661346893427,5.33508141543821,40.207095532874106,48.77701601083492,88.98411154370902,5.56111010334944,10.1736432088129,11857030336.525229,2559.7247657808407,11448030336.525229,6.0,13.2,7.0,14.2,18.6,28772.0,,78580001.8310547,17979999.5422363,18559999.4659424,460000.00834465,180000.00715255702,311090002.7770545,3.63913226,,9.840642598652163,38.19029359798504,-330000.0,0.2513232329318498,38.2,1.63681420468527,553.2091503,,,,,,,2.4961972443417,,,,0.398041092975437,28195174765484.164,
